"PLAYERS","DFG","BOT                               GVR                               HSM                               JHN                               LGN                               LPT                               MAC                               SHF                               SRL                               UFA                               VPP                               ZSK","ANA                               BOS                               BUF                               CAR                               CBJ                               CGY                               CHI                               COL                               DAL                               DET                               EDM                               FLA                               LAK                               MIN                               MTL                               NJD                               NSH                               NYI                               NYR                               OTT                               PHI                               PIT                               SEA                               SJS                               STL                               TBL                               TOR                               UFA                               UTA                               VAN                               VGK                               WPG                               WSH","Age","Cap","GP","Pts","PPG"
"Alexis Lafreniere                                B","F","GVR","NYR","24","$1.0","60","34","0.6"
"Collin Graf                                3","F","UFA","SJS","23","$0.0","58","34","0.6"
"Taylor Hall                                3","F","LGN","CAR","34","$0.9","61","33","0.5"
"Patrick Kane                                3","F","MAC","DET","37","$0.9","47","33","0.7"
"Quinton Byfield                                B","F","LGN","LAK","24","$1.5","58","33","0.6"
"Simon Holmstrom                                3","F","UFA","NYI","25","$0.0","60","33","0.6"
"Tommy Novak                                3","F","UFA","PIT","29","$0.7","60","33","0.6"
"Jared McCann                                3","F","BOT","SEA","30","$1.3","37","33","0.9"
"Jordan Kyrou                                2","F","HSM","STL","28","$4.0","51","33","0.6"
"Dmitri Voronkov                                3","F","JHN","CBJ","26","$0.5","60","32","0.5"
"Mattias Ekholm                                3","D","BOT","EDM","36","$1.0","62","32","0.5"
"Vladimir Tarasenko                                3","F","UFA","MIN","34","$0.9","55","32","0.6"
"Oliver Kapanen                                3","F","UFA","MTL","23","$0.0","60","32","0.5"
"Mike Matheson                                3","D","MAC","MTL","32","$0.8","57","32","0.6"
"Dawson Mercer                                C","F","GVR","NJD","24","$0.5","62","32","0.5"
"David Rittich                                3","G","UFA","NYI","34","$0.8","25","32","1.3"
"Arturs Silovs                                C","G","LPT","PIT","25","$0.5","28","32","1.1"
"Justin Faulk                                3","D","SRL","STL","34","$0.7","61","32","0.5"
"Bobby McMann                                3","F","UFA","TOR","30","$0.0","60","32","0.5"
"Morgan Rielly                                3","D","MAC","TOR","32","$3.2","59","32","0.5"
"Joseph Woll                                F","G","GVR","TOR","28","$1.2","27","32","1.2"
"Mason McTavish                                A","F","LPT","ANA","23","$0.5","56","32","0.6"
"Bowen Byram                                2","D","GVR","BUF","25","$0.9","61","31","0.5"
"Michael Bunting                                3","F","UFA","NSH","30","$0.8","61","31","0.5"
"Timo Meier                                3","F","JHN","NJD","29","$3.2","57","31","0.5"
"Noah Cates                                3","F","JHN","PHI","27","$0.5","60","31","0.5"
"Matvei Michkov                                A","F","JHN","PHI","21","$0.8","59","31","0.5"
"Eeli Tolvanen                                3","F","UFA","SEA","27","$0.9","60","31","0.5"
"Max Domi                                3","F","UFA","TOR","31","$0.6","60","31","0.5"
"Lawson Crouse                                3","F","UFA","UTA","29","$0.5","60","31","0.5"
"Ryan Leonard                                A","F","LPT","WSH","21","$0.8","56","31","0.6"
"Connor McMichael                                C","F","BOT","WSH","25","$1.2","59","31","0.5"
"Viktor Arvidsson                                3","F","UFA","BOS","33","$0.5","48","30","0.6"
"Casey Mittelstadt                                2","F","VPP","BOS","27","$1.9","50","30","0.6"
"Jason Zucker                                3","F","SHF","BUF","34","$0.5","42","30","0.7"
"Matt Coronato                                A","F","LPT","CGY","23","$0.5","59","30","0.5"
"Andre Burakovsky                                3","F","GVR","CHI","31","$0.5","55","30","0.5"
"Brandt Clarke                                A","D","LGN","LAK","23","$0.5","60","30","0.5"
"Erik Haula                                3","F","UFA","NSH","35","$0.6","61","30","0.5"
"Mason Marchment                                3","F","LGN","CBJ","31","$0.8","47","30","0.6"
"Jake DeBrusk                                3","F","UFA","VAN","29","$0.9","60","30","0.5"
"Fraser Minten                                3","F","UFA","BOS","22","$0.0","60","29","0.5"
"Peyton Krebs                                C","F","BOT","BUF","25","$0.5","61","29","0.5"
"Morgan Frost                                3","F","UFA","CGY","27","$0.6","60","29","0.5"
"Sean Monahan                                3","F","ZSK","CBJ","31","$1.2","56","29","0.5"
"Casey Desmith                                3","G","UFA","DAL","35","$0.5","23","29","1.3"
"Sam Steel                                3","F","UFA","DAL","28","$0.8","61","29","0.5"
"Will Cuylle                                3","F","LGN","NYR","24","$0.6","60","29","0.5"
"Shane Pinto                                3","F","LGN","OTT","25","$0.6","50","29","0.6"
"Justin Brazeau                                3","F","UFA","PIT","28","$0.0","46","29","0.6"
"Ben Kindel                                3","F","UFA","PIT","19","$0.0","57","29","0.5"
"Shea Theodore                                3","D","BOT","VGK","31","$3.2","50","29","0.6"
"Jacob Trouba                                3","D","BOT","ANA","32","$1.0","60","28","0.5"
"Teuvo Teravainen                                3","F","MAC","CHI","32","$0.5","54","28","0.5"
"Brent Burns                                3","D","MAC","COL","41","$0.9","60","28","0.5"
"Gabriel Landeskog                                3","F","LPT","COL","33","$1.5","46","28","0.6"
"Matt Duchene                                3","F","JHN","DAL","35","$2.9","36","28","0.8"
"Evan Rodrigues                                3","F","VPP","FLA","33","$1.0","60","28","0.5"
"Corey Perry                                3","F","UFA","LAK","41","$0.5","49","28","0.6"
"Luke Hughes                                A","D","VPP","NJD","23","$0.5","52","28","0.5"
"Adam Fox                                2","D","LGN","NYR","28","$5.0","33","28","0.8"
"Sean Couturier                                3","F","UFA","PHI","33","$0.5","59","28","0.5"
"Brayden Schenn                                3","F","UFA","STL","35","$0.6","61","28","0.5"
"Oliver Bjorkstrand                                3","F","MAC","TBL","31","$0.5","59","28","0.5"
"John Marino                                3","D","UFA","UTA","29","$0.5","61","28","0.5"
"Connor Hellebuyck                                3","G","HSM","WPG","33","$8.4","39","28","0.7"
"Mikael Granlund                                3","F","BOT","ANA","34","$1.1","38","27","0.7"
"Marat Khusnutdinov                                3","F","UFA","BOS","24","$0.0","55","27","0.5"
"Zach Benson                                A","F","JHN","BUF","21","$0.7","44","27","0.6"
"Jordan Staal                                3","F","UFA","CAR","38","$0.7","58","27","0.5"
"Logan Stankoven                                B","F","SRL","CAR","23","$0.6","61","27","0.4"
"Sam Malinski                                3","D","LGN","COL","28","$0.7","60","27","0.5"
"Boone Jenner                                3","F","UFA","CBJ","33","$0.5","45","27","0.6"
"Elvis Merzlikins                                3","G","UFA","CBJ","32","$1.2","24","27","1.1"
"Thomas Harley                                C","D","MAC","DAL","25","$1.4","49","27","0.6"
"Vasily Podkolzin                                C","F","BOT","EDM","25","$0.5","62","27","0.4"
"Alex Laferriere                                3","F","UFA","LAK","24","$0.6","60","27","0.5"
"Ryan Hartman                                3","F","UFA","MIN","31","$0.7","58","27","0.5"
"Jake Allen                                3","G","UFA","NJD","36","$0.6","29","27","0.9"
"Jean-Gabriel Pageau                                3","F","UFA","NYI","33","$0.5","54","27","0.5"
"Kris Letang                                3","D","VPP","PIT","39","$0.9","54","27","0.5"
"Matias Maccelli                                3","F","ZSK","TOR","25","$0.5","51","27","0.5"
"Brock Boeser                                3","F","LGN","VAN","29","$3.2","54","27","0.5"
"Evander Kane                                3","F","UFA","VAN","35","$1.1","59","27","0.5"
"Ukko-Pekka Luukkonen                                2","G","LGN","BUF","27","$2.4","23","26","1.1"
"Josh Manson                                3","D","UFA","COL","34","$0.5","60","26","0.4"
"Cole Sillinger                                B","F","LPT","CBJ","23","$0.5","59","26","0.4"
"Anton Forsberg                                3","G","UFA","LAK","33","$0.0","26","26","1.0"
"Connor Brown                                3","F","UFA","NJD","32","$0.8","55","26","0.5"
"Anthony Duclair                                3","F","UFA","NYI","31","$0.6","55","26","0.5"
"Bobby Brink                                C","F","BOT","PHI","25","$0.5","54","26","0.5"
"Travis Sanheim                                3","D","HSM","PHI","30","$1.0","60","26","0.4"
"Nicholas Robertson                                C","F","GVR","TOR","25","$0.5","58","26","0.4"
"Logan Cooley                                B","F","LGN","UTA","22","$2.5","33","26","0.8"
"Conor Garland                                3","F","SHF","VAN","30","$0.6","50","26","0.5"
"Justin Sourdif                                3","F","UFA","WSH","24","$0.0","59","26","0.4"
"Jack Roslovic                                3","F","SHF","EDM","29","$1.4","49","26","0.5"
"Joonas Korpisalo                                3","G","UFA","BOS","32","$0.9","23","25","1.1"
"Joel Farabee                                3","F","GVR","CGY","26","$0.5","60","25","0.4"
"Jonathan Huberdeau                                3","F","UFA","CGY","33","$6.0","50","25","0.5"
"K'Andre Miller                                3","D","SHF","CAR","26","$1.0","53","25","0.5"
"Ryan Donato                                3","F","ZSK","CHI","30","$0.8","61","25","0.4"
"Frank Nazar                                A","F","BOT","CHI","22","$0.5","45","25","0.6"
"Parker Kelly                                3","F","UFA","COL","27","$0.0","60","25","0.4"
"Victor Olofsson                                3","F","ZSK","COL","31","$1.1","60","25","0.4"
"Jamie Benn                                3","F","MAC","DAL","37","$0.8","39","25","0.6"
"Mavrik Bourque                                B","F","VPP","DAL","24","$0.5","61","25","0.4"
"Matt Savoie                                A","F","VPP","EDM","22","$0.8","62","25","0.4"
"Andrei Kuzmenko                                3","F","MAC","LAK","30","$0.6","52","25","0.5"
"Dougie Hamilton                                3","D","ZSK","NJD","33","$2.0","57","25","0.4"
"Thomas Chabot                                2","D","JHN","OTT","29","$3.2","45","25","0.6"
"Ridly Greig                                3","F","UFA","OTT","24","$0.0","55","25","0.5"
"David Perron                                3","F","UFA","OTT","38","$0.5","49","25","0.5"
"Jamie Drysdale                                2","D","HSM","PHI","24","$0.6","57","25","0.4"
"Rickard Rakell                                3","F","BOT","PIT","33","$0.7","39","25","0.6"
"Jake Neighbours                                B","F","LPT","STL","24","$0.6","48","25","0.5"
"Jimmy Snuggerud                                A","F","LGN","STL","22","$0.6","49","25","0.5"
"Linus Karlsson                                3","F","UFA","VAN","26","$0.0","58","25","0.4"
"Kiefer Sherwood                                3","F","LPT","SJS","31","$0.6","49","25","0.5"
"Ryan Poehling                                3","F","UFA","ANA","27","$0.5","54","24","0.4"
"Denton Mateychuk                                A","D","JHN","CBJ","22","$0.5","53","24","0.5"
"Damon Severson                                3","D","UFA","CBJ","32","$0.5","59","24","0.4"
"Esa Lindell                                3","D","UFA","DAL","32","$0.5","61","24","0.4"
"Cam Talbot                                3","G","UFA","DET","39","$0.7","27","24","0.9"
"Seth Jones                                3","D","JHN","FLA","31","$2.5","40","24","0.6"
"Eetu Luostarinen                                3","F","UFA","FLA","28","$0.0","53","24","0.5"
"Anze Kopitar                                3","F","ZSK","LAK","39","$1.9","45","24","0.5"
"Zack Bolduc                                A","F","LGN","MTL","23","$0.5","59","24","0.4"
"Ryan Pulock                                3","D","UFA","NYI","31","$0.5","59","24","0.4"
"Connor Dewar                                3","F","UFA","PIT","27","$0.0","60","24","0.4"
"Ryan Shea                                3","D","UFA","PIT","29","$0.0","60","24","0.4"
"Dmitry Orlov                                3","D","SRL","SJS","35","$0.5","59","24","0.4"
"Mason Lohrei                                3","D","LPT","BOS","25","$0.5","55","23","0.4"
"Connor Zary                                B","F","SRL","CGY","24","$0.5","58","23","0.4"
"Ilya Mikheyev                                3","F","UFA","CHI","31","$0.9","56","23","0.4"
"Emmitt Finnie                                3","F","UFA","DET","21","$0.0","62","23","0.4"
"Aaron Ekblad                                3","D","HSM","FLA","30","$1.6","59","23","0.4"
"Emil Heineman                                3","F","UFA","NYI","24","$0.0","62","23","0.4"
"Vladislav Gavrikov                                3","D","UFA","NYR","30","$0.5","60","23","0.4"
"Michael Amadio                                3","F","UFA","OTT","30","$0.0","60","23","0.4"
"Fabian Zetterlund                                3","F","UFA","OTT","27","$0.0","60","23","0.4"
"Kaapo Kakko                                C","F","JHN","SEA","25","$0.9","44","23","0.5"
"Brandon Montour                                3","D","ZSK","SEA","32","$1.7","43","23","0.5"
"Shane Wright                                A","F","BOT","SEA","22","$0.9","61","23","0.4"
"Drew O'Connor                                3","F","UFA","VAN","28","$0.0","61","23","0.4"
"Braeden Bowman                                3","F","UFA","VGK","23","$0.0","46","23","0.5"
"Ethen Frank                                3","F","UFA","WSH","28","$0.0","52","23","0.4"
"Blake Coleman                                3","F","UFA","CGY","34","$0.6","48","22","0.5"
"Alexander Nikishin                                B","D","SRL","CAR","24","$0.6","60","22","0.4"
"Ryan Greene                                3","F","UFA","CHI","22","$0.0","60","22","0.4"
"Artyom Levshunov                                A","D","JHN","CHI","20","$0.8","56","22","0.4"
"Ross Colton                                3","F","SHF","COL","30","$0.5","57","22","0.4"
"A.J. Greer                                3","F","UFA","FLA","29","$0.0","61","22","0.4"
"Danila Yurov                                A","F","JHN","MIN","22","$0.5","55","22","0.4"
"Cam York                                3","D","JHN","PHI","25","$0.5","53","22","0.4"
"Alex Nedeljkovic                                3","G","UFA","SJS","30","$0.0","26","22","0.8"
"Philipp Grubauer                                3","G","UFA","SEA","34","$2.2","24","22","0.9"
"Dylan Holloway                                B","F","BOT","STL","24","$1.6","38","22","0.6"
"Yanni Gourde                                3","F","SRL","TBL","34","$0.5","59","22","0.4"
"Barrett Hayton                                3","F","UFA","UTA","26","$0.8","56","22","0.4"
"Anthony Beauvillier                                3","F","UFA","WSH","29","$0.5","63","22","0.3"
"Rasmus Sandin                                3","D","JHN","WSH","26","$0.8","56","22","0.4"
"Alex Iafallo                                3","F","UFA","WPG","32","$0.5","60","22","0.4"
"Cole Perfetti                                B","F","VPP","WPG","24","$1.3","46","22","0.5"
"Tanner Jeannot                                3","F","UFA","BOS","29","$0.0","56","21","0.4"
"Noah Ostlund                                A","F","ZSK","BUF","22","$0.5","49","21","0.4"
"Yegor Sharangovich                                3","F","UFA","CGY","28","$0.7","56","21","0.4"
"MacKenzie Weegar                                3","D","LPT","CGY","32","$2.4","60","21","0.4"
"Jack Drury                                3","F","UFA","COL","26","$0.5","60","21","0.4"
"Ivan Provorov                                3","D","LPT","CBJ","29","$0.5","60","21","0.4"
"Gustav Forsling                                3","D","ZSK","FLA","30","$1.0","61","21","0.3"
